Year,Team,Conf,BPI(O),BPI(D)
2011,San Jose St.,WAC,3.0,-4.3
2011,Penn,Ivy,-1.4,0.1
2011,Western Kentucky,Sun Belt,0.7,-2.1
2011,McNeese St.,Southland,2.4,-3.8
2011,Cal Poly,Big West,-9.5,8.1
2011,Florida Atlantic,Sun Belt,-1.2,-0.2
2011,TCU,Mountain West,0.0,-1.6
2011,Miami OH,MAC,-1.0,-0.6
2011,Siena,MAAC,0.3,-2.0
2011,Air Force,Mountain West,-4.2,2.5
2011,Yale,Ivy,-1.8,0.0
2011,Northeastern,CAA,0.4,-2.2
2011,Nevada,WAC,0.6,-2.5
2011,Charlotte,A 10,0.4,-2.3
2011,Tennessee St.,OVC,-0.7,-1.4
2011,Lehigh,Patriot,3.1,-5.2
2011,UC Davis,Big West,2.2,-4.4
2011,Little Rock,Sun Belt,-1.6,-0.6
2011,LSU,SEC,-5.0,2.7
2011,Winthrop,Big South,-4.4,2.1
2011,Saint Joseph's,A 10,-1.8,-0.6
2011,Cornell,Ivy,0.1,-2.5
2011,Liberty,ASUN,-3.6,1.2
2011,Southern Illinois,MVC,-5.2,2.8
2011,William & Mary,CAA,-2.5,0.0
2011,Delaware,CAA,-3.7,1.2
2011,Houston,C-USA,-0.3,-2.3
2011,Mercer,ASUN,-1.3,-1.3
2011,Drake,MVC,-2.2,-0.4
2011,Utah Valley,WAC,0.1,-2.9
2011,Appalachian St.,Southern,1.8,-4.6
2011,St. Francis NY,NEC,-2.8,0.1
2011,Illinois St.,MVC,-5.9,3.1
2011,UC Irvine,Big West,4.2,-7.0
2011,Southeastern Louisiana,Southland,-1.0,-1.9
2011,Hampton,MEAC,-4.8,2.0
2011,Cal St. Northridge,Big West,-0.1,-2.9
2011,UNC Wilmington,CAA,-4.1,1.1
2011,Auburn,SEC,-4.5,1.4
2011,Georgia St.,CAA,-6.4,3.2
2011,North Florida,ASUN,-2.0,-1.2
2011,Loyola Marymount,WCC,0.6,-3.9
2011,Louisiana,Sun Belt,-0.1,-3.3
2011,UT Arlington,WAC,-2.4,-1.3
2011,Stony Brook,Am. East,-7.9,4.2
2011,Columbia,Ivy,-0.4,-3.2
2011,Holy Cross,Patriot,-1.8,-2.0
2011,Morgan St.,MEAC,-4.2,0.2
2011,Denver,Sun Belt,-9.6,5.6
2011,Chattanooga,Southern,0.0,-4.0
2011,Elon,Southern,1.5,-5.5
2011,Albany,Am. East,-5.0,0.7
2011,Presbyterian,Big South,-6.2,1.8
2011,Louisiana Tech,WAC,-4.5,0.2
2011,Wagner,NEC,-1.3,-3.0
2011,Campbell,ASUN,-4.5,0.0
2011,Pepperdine,WCC,0.5,-5.1
2011,Bowling Green,MAC,-5.0,0.4
2011,Jackson St.,SWAC,-5.7,1.1
2011,Brown,Ivy,1.6,-6.3
2011,UTSA,C-USA,-1.9,-2.9
2011,Illinois Chicago,Horizon,-4.4,-0.4
2011,DePaul,Big East,1.7,-6.5
2011,Texas St.,Sun Belt,3.6,-8.5
2011,Wake Forest,ACC,0.5,-5.3
2011,Montana St.,Big Sky,-2.7,-2.3
2011,Lafayette,Patriot,-0.4,-4.7
2011,Portland St.,Big Sky,1.7,-6.8
2011,Wyoming,Mountain West,-4.0,-1.6
2011,South Alabama,Sun Belt,-0.8,-4.8
2011,Youngstown St.,Horizon,-0.4,-5.4
2011,Gardner Webb,Big South,-6.9,1.2
2011,Eastern Washington,Big Sky,-3.4,-2.4
2011,South Dakota,Summit,3.8,-9.6
2011,Texas Southern,SWAC,-6.0,0.1
2011,New Hampshire,Am. East,-10.2,4.3
2011,Cal St. Fullerton,Big West,1.5,-7.4
2011,Bethune Cookman,MEAC,-5.0,-1.0
2011,UC Riverside,Big West,-4.2,-1.8
2011,Coppin St.,MEAC,-0.8,-5.3
2011,Delaware St.,MEAC,-7.3,1.0
2011,FIU,Sun Belt,1.2,-7.4
2011,Troy,Sun Belt,1.5,-7.9
2011,Mount St. Mary's,NEC,-7.3,1.0
2011,Northwestern St.,Southland,2.4,-8.9
2011,Seattle,Indep.,-0.7,-5.8
2011,Northern Illinois,MAC,-1.2,-5.3
2011,Eastern Illinois,OVC,-8.3,1.7
2011,Jacksonville St.,ASUN,-7.9,1.2
2011,Towson,CAA,1.1,-7.8
2011,Hartford,Am. East,-7.6,0.9
2011,UMKC,Summit,-2.2,-4.6
2011,Army,Patriot,-3.0,-3.8
2011,Central Michigan,MAC,-9.3,2.5
2011,Sacred Heart,NEC,-3.3,-3.6
2011,The Citadel,Southern,-5.5,-1.6
2011,Southeast Missouri St.,OVC,-2.6,-4.5
2011,Eastern Michigan,MAC,-7.6,0.4
2011,North Carolina A&T,MEAC,-0.2,-7.0
2011,Fordham,A 10,-3.5,-3.9
2011,Florida Gulf Coast,ASUN,-3.4,-4.2
2011,North Carolina Central,Indep.,-3.5,-4.3
2011,Norfolk St.,MEAC,-0.9,-6.9
2011,Navy,Patriot,-3.4,-4.4
2011,Monmouth,NEC,-8.3,0.3
2011,NJIT,Am. East,-6.5,-1.6
2011,Tennessee Martin,OVC,-1.6,-6.5
2011,UNC Greensboro,Southern,1.0,-9.1
2011,Niagara,MAAC,-5.6,-2.7
2011,High Point,Big South,-3.6,-4.8
2011,Stetson,ASUN,-4.2,-4.2
2011,North Dakota,Summit,-5.1,-3.3
2011,Mississippi Valley St.,SWAC,-1.7,-6.8
2011,Southern Utah,Summit,-4.1,-4.5
2011,San Diego,WCC,-8.4,-0.1
2011,Samford,Southern,-8.9,0.3
2011,Idaho St.,Big Sky,-4.4,-4.5
2011,St. Francis PA,NEC,-4.4,-4.5
2011,Manhattan,MAAC,-6.9,-2.2
2011,Alabama St.,SWAC,-9.2,-0.3
2011,Texas A&M Corpus Chris,Southland,-6.8,-2.8
2011,Longwood,Indep.,3.1,-12.8
2011,Cal St. Bakersfield,Indep.,-2.4,-7.5
2011,Bryant,NEC,-3.5,-6.6
2011,USC Upstate,ASUN,-9.3,-0.9
2011,Kennesaw St.,ASUN,-3.8,-6.4
2011,Binghamton,Am. East,-7.3,-2.9
2011,Sacramento St.,Big Sky,-7.6,-2.8
2011,Marist,MAAC,-6.5,-4.1
2011,Fairleigh Dickinson,NEC,-5.0,-5.6
2011,Alabama A&M,SWAC,-7.8,-2.9
2011,Dartmouth,Ivy,-8.5,-2.2
2011,Florida A&M,MEAC,-6.5,-4.3
2011,Louisiana Monroe,Sun Belt,-9.3,-1.6
2011,Western Illinois,Summit,-13.5,2.5
2011,Prairie View A&M,SWAC,-7.1,-4.5
2011,Colgate,Patriot,-4.6,-7.1
2011,Central Arkansas,ASUN,-4.3,-7.9
2011,South Carolina St.,MEAC,-6.4,-5.8
2011,Radford,Big South,-9.6,-2.8
2011,Toledo,MAC,-9.7,-3.0
2011,UT Rio Grande Valley,WAC,-4.8,-8.1
2011,Georgia Southern,Southern,-5.4,-7.5
2011,UMBC,Am. East,-3.5,-9.9
2011,Arkansas Pine Bluff,SWAC,-8.6,-5.1
2011,Grambling St.,SWAC,-8.9,-4.7
2011,Maryland Eastern Shore,MEAC,-3.1,-10.6
2011,Houston Christian,Southland,-4.1,-9.8
2011,Howard,MEAC,-10.6,-4.3
2011,SIU Edwardsville,Indep.,-6.8,-8.8
2011,Alcorn St.,SWAC,-3.6,-12.1
2011,Chicago St.,Indep.,-4.9,-15.4
2011,Southern,SWAC,-13.7,-6.9
2012,Ohio St.,Big Ten,10.8,9.5
2012,Kentucky,SEC,11.9,8.2
2012,Syracuse,Big East,9.9,8.4
2012,Michigan St.,Big Ten,7.7,9.9
2012,North Carolina,ACC,13.7,3.4
2012,Wisconsin,Big Ten,0.3,15.9
2012,Kansas,Big 12,8.2,7.8
2012,Missouri,Big 12,14.0,1.9
2012,Florida,SEC,11.8,3.5
2012,Indiana,Big Ten,12.1,3.2
2012,Duke,ACC,12.2,2.6
2012,Memphis,C-USA,9.5,5.1
2012,Wichita St.,MVC,8.9,5.3
2012,Marquette,Big East,10.5,3.2
2012,Georgetown,Big East,3.8,9.7
2012,New Mexico,Mountain West,6.4,7.1
2012,Baylor,Big 12,8.9,3.8
2012,Vanderbilt,SEC,8.2,4.4
2012,Louisville,Big East,3.4,8.9
2012,Saint Louis,A 10,1.6,10.4
2012,Florida St.,ACC,4.5,7.4
2012,Purdue,Big Ten,7.5,4.1
2012,Belmont,ASUN,10.6,0.9
2012,Alabama,SEC,-0.3,11.5
2012,Gonzaga,WCC,6.8,4.4
2012,Kansas St.,Big 12,5.8,5.2
2012,Virginia,ACC,-3.1,14.0
2012,Saint Mary's,WCC,6.4,4.5
2012,Michigan,Big Ten,2.6,8.1
2012,Texas,Big 12,6.3,4.0
2012,California,Pac-12,4.8,5.3
2012,UNLV,Mountain West,8.9,1.2
2012,Creighton,MVC,11.3,-1.3
2012,Cincinnati,Big East,3.2,6.8
2012,West Virginia,Big East,7.3,2.6
2012,Temple,A 10,8.3,1.5
2012,Iowa St.,Big 12,7.2,2.6
2012,Iona,MAAC,13.1,-3.5
2012,Connecticut,Big East,4.3,5.2
2012,BYU,WCC,7.9,1.0
2012,North Carolina St.,ACC,7.3,1.5
2012,Long Beach St.,Big West,5.4,3.4
2012,Pittsburgh,Big East,4.7,3.6
2012,Miami FL,ACC,5.0,3.2
2012,VCU,CAA,2.7,5.5
2012,Drexel,CAA,-1.3,9.4
2012,Harvard,Ivy,-0.6,8.7
2012,Davidson,Southern,8.2,-0.2
2012,Xavier,A 10,5.2,2.8
2012,Minnesota,Big Ten,4.1,3.9
2012,Arizona,Pac-12,3.3,4.5
2012,Seton Hall,Big East,2.2,5.4
2012,Notre Dame,Big East,1.4,6.2
2012,La Salle,A 10,5.1,2.5
2012,Middle Tennessee,Sun Belt,2.9,4.6
2012,Murray St.,MVC,2.6,4.9
2012,St. Bonaventure,A 10,3.5,3.9
2012,Southern Miss,C-USA,4.7,2.5
2012,Saint Joseph's,A 10,5.6,1.4
2012,Virginia Tech,ACC,0.4,6.5
2012,Mississippi St.,SEC,6.0,0.9
2012,Ohio,MAC,2.3,4.6
2012,Oregon,Pac-12,7.0,-0.1
2012,Clemson,ACC,-0.2,7.1
2012,Northwestern,Big Ten,5.5,1.2
2012,South Dakota St.,Summit,7.0,-0.3
2012,New Mexico St.,WAC,8.3,-1.6
2012,Massachusetts,A 10,9.2,-2.5
2012,Tennessee,SEC,2.1,4.5
2012,UCLA,Pac-12,1.7,4.9
2012,San Diego St.,Mountain West,3.1,3.4
2012,South Florida,Big East,-5.2,11.7
2012,Cleveland St.,Horizon,0.5,6.0
2012,Akron,MAC,4.7,1.7
2012,Stanford,Pac-12,4.3,1.9
2012,Illinois,Big Ten,0.9,5.2
2012,Northern Iowa,MVC,-0.7,6.7
2012,Dayton,A 10,5.6,0.4
2012,Lehigh,Patriot,6.1,-0.1
2012,Washington,Pac-12,7.3,-1.6
2012,Buffalo,MAC,4.9,0.7
2012,Denver,Sun Belt,0.5,5.1
2012,Marshall,C-USA,4.8,0.7
2012,Georgia St.,CAA,-0.9,6.3
2012,Mississippi,SEC,1.9,3.4
2012,Oral Roberts,Summit,3.9,1.3
2012,UNC Asheville,Big South,8.6,-3.6
2012,Bucknell,Patriot,0.7,4.3
2012,Colorado,Pac-12,1.3,3.7
2012,Wyoming,Mountain West,-5.6,10.6
2012,UT Arlington,WAC,5.8,-1.0
2012,Montana,Big Sky,-0.6,5.3
2012,UC Santa Barbara,Big West,3.8,0.9
2012,Colorado St.,Mountain West,4.5,0.2
2012,Wagner,NEC,3.2,1.4
2012,Tulsa,C-USA,1.5,3.1
2012,Weber St.,Big Sky,6.7,-2.1
2012,LSU,SEC,0.0,4.6
2012,Lamar,Southland,4.1,0.4
2012,Oregon St.,Pac-12,9.3,-4.8
2012,Villanova,Big East,6.3,-1.9
2012,Iowa,Big Ten,6.8,-2.4
2012,Missouri St.,MVC,-0.2,4.5
2012,Old Dominion,CAA,-0.8,5.0
2012,Oklahoma,Big 12,3.0,1.3
2012,Fairfield,MAAC,-2.1,6.2
2012,Illinois St.,MVC,2.1,1.8
2012,Richmond,A 10,1.7,2.3
2012,George Mason,CAA,3.0,0.9
2012,Oklahoma St.,Big 12,2.6,1.2
2012,Washington St.,Pac-12,1.8,2.1
2012,Mercer,ASUN,-0.3,4.0
2012,Georgia,SEC,-2.2,5.9
2012,Stony Brook,Am. East,-2.4,6.0
2012,Butler,Horizon,-2.2,5.8
2012,Princeton,Ivy,-0.2,3.8
2012,Duquesne,A 10,5.0,-1.5
2012,Kent St.,MAC,2.9,0.4
2012,Arkansas,SEC,5.0,-1.7
2012,Vermont,Am. East,-0.4,3.5
2012,UCF,C-USA,-0.3,3.4
2012,Robert Morris,NEC,-0.6,3.6
2012,Bowling Green,MAC,-0.4,3.4
2012,Detroit Mercy,Horizon,4.7,-1.9
2012,Manhattan,MAAC,2.5,0.3
2012,Texas A&M,Big 12,-4.3,7.0
2012,Rutgers,Big East,-0.2,2.8
2012,Boise St.,Mountain West,1.2,1.2
2012,North Dakota St.,Summit,3.8,-1.5
2012,Loyola MD,MAAC,-0.8,3.0
2012,UAB,C-USA,-4.7,6.9
2012,UTEP,C-USA,-2.0,4.1
2012,Nevada,WAC,0.5,1.6
2012,Providence,Big East,3.4,-1.3
2012,Utah St.,WAC,-0.6,2.5
2012,Cal Poly,Big West,-3.5,5.5
2012,East Carolina,C-USA,0.3,1.6
2012,Loyola Marymount,WCC,1.7,0.3
2012,Maryland,ACC,3.2,-1.3
2012,Evansville,MVC,5.5,-3.7
2012,Georgia Tech,ACC,-4.0,5.8
2012,San Francisco,WCC,5.1,-3.4
2012,Yale,Ivy,1.0,0.7
2012,Valparaiso,Horizon,0.8,0.9
2012,Coastal Carolina,Sun Belt,0.9,0.7
2012,Nebraska,Big Ten,-2.8,4.5
2012,UTSA,C-USA,3.9,-2.3
2012,Penn,Ivy,-1.8,3.3
2012,East Tennessee St.,ASUN,-1.8,3.3
2012,Charleston,Southern,2.2,-0.9
2012,Auburn,SEC,-2.8,4.0
2012,Stephen F. Austin,WAC,-8.2,9.4
2012,Drake,MVC,-0.2,1.3
2012,TCU,Mountain West,5.5,-4.3
2012,LIU,NEC,10.0,-9.0
2012,Cal St. Fullerton,Big West,6.3,-5.5
2012,Charlotte,A 10,0.4,0.4
2012,Rice,C-USA,1.2,-0.4
2012,Indiana St.,MVC,-1.7,2.5
2012,South Carolina,SEC,-2.8,3.6
2012,USC Upstate,ASUN,1.2,-0.5
2012,North Texas,Sun Belt,1.0,-0.4
2012,Penn St.,Big Ten,-2.8,3.4
2012,Tulane,C-USA,-2.8,3.4
2012,North Carolina Central,MEAC,-0.9,1.5
2012,Quinnipiac,NEC,1.3,-0.7
2012,St. John's,Big East,0.5,0.0
2012,DePaul,Big East,7.7,-7.3
2012,Charleston Southern,Big South,4.4,-4.0
2012,Milwaukee,Horizon,-2.7,3.0
2012,Idaho,WAC,0.4,-0.3
2012,Oakland,Summit,10.0,-9.9
2012,Western Michigan,MAC,2.0,-2.0
2012,Ball St.,MAC,-4.2,4.2
2012,Portland St.,Big Sky,5.1,-5.6
2012,Boston University,Am. East,-3.1,2.6
2012,Tennessee St.,OVC,-0.1,-0.6
2012,George Washington,A 10,-3.6,2.8
2012,Youngstown St.,Horizon,0.1,-0.9
2012,Albany,Am. East,4.0,-4.8
2012,Delaware,CAA,1.9,-2.7
2012,American,Patriot,-4.1,3.1
2012,Wake Forest,ACC,1.0,-2.0
2012,Louisiana,Sun Belt,-0.7,-0.4
2012,Toledo,MAC,1.2,-2.3
2012,Eastern Washington,Big Sky,1.6,-2.8
2012,Columbia,Ivy,-3.6,2.5
2012,Air Force,Mountain West,-5.0,3.8
2012,Campbell,Big South,3.6,-4.9
2012,Houston,C-USA,3.1,-4.5
2012,Green Bay,Horizon,-1.3,-0.2
2012,Fresno St.,WAC,-2.3,0.8
2012,Hofstra,CAA,-1.8,0.3
2012,Northeastern,CAA,-2.4,0.8
2012,Florida Gulf Coast,ASUN,2.4,-4.0
2012,Western Carolina,Southern,1.1,-2.8
2012,North Florida,ASUN,0.2,-1.9
2012,SMU,C-USA,-7.2,5.4
2012,Austin Peay,ASUN,2.0,-3.9
2012,Miami OH,MAC,-5.7,3.7
2012,Central Connecticut,NEC,0.5,-2.6
2012,Chattanooga,Southern,0.0,-2.3
2012,Cornell,Ivy,-0.7,-1.6
2012,High Point,Big South,0.9,-3.2
2012,Little Rock,Sun Belt,-3.7,1.4
2012,Wofford,Southern,-5.1,2.8
2012,Arkansas St.,Sun Belt,-3.2,0.7
2012,Rhode Island,A 10,2.6,-5.1
2012,Norfolk St.,MEAC,-1.1,-1.3
2012,St. Francis NY,NEC,-0.9,-1.6
2012,Morehead St.,OVC,-6.7,4.0
2012,Tennessee Tech,OVC,1.8,-4.5
2012,Holy Cross,Patriot,-2.1,-0.5
2012,Western Illinois,Summit,-9.2,6.5
2012,Louisiana Tech,WAC,-0.2,-2.5
2012,IUPUI,Summit,3.2,-5.9
2012,McNeese St.,Southland,-3.0,0.2
2012,Rider,MAAC,3.2,-6.1
2012,Florida Atlantic,Sun Belt,-0.4,-2.7
2012,Lipscomb,ASUN,2.3,-5.4
2012,Delaware St.,MEAC,-2.9,-0.2
2012,UC Riverside,Big West,-6.4,3.3
2012,USC,Pac-12,-11.3,8.0
2012,Utah Valley,WAC,-1.4,-1.9
2012,Wright St.,Horizon,-7.4,4.1
2012,Furman,Southern,-4.2,0.9
2012,Sacred Heart,NEC,1.6,-5.1
2012,Georgia Southern,Southern,-2.0,-1.5
2012,Elon,Southern,0.4,-3.9
2012,Presbyterian,Big South,-4.1,0.6
2012,Northwestern St.,Southland,-0.1,-3.5
2012,Siena,MAAC,-4.3,0.6
2012,South Alabama,Sun Belt,-2.1,-1.6
2012,James Madison,CAA,-0.5,-3.3
2012,UNC Wilmington,CAA,-1.4,-2.4
2012,Seattle,Indep.,2.6,-6.5
2012,Western Kentucky,Sun Belt,-2.6,-1.3
2012,Eastern Kentucky,ASUN,-3.2,-0.7
2012,Winthrop,Big South,-5.4,1.5
2012,Gardner Webb,Big South,-4.8,0.8
2012,Southeast Missouri St.,OVC,0.4,-4.5
2012,Texas St.,Sun Belt,3.6,-7.6
2012,Maine,Am. East,-0.9,-3.2
2012,Arizona St.,Pac-12,-4.8,0.7
2012,Appalachian St.,Southern,-1.1,-3.1
2012,Northern Colorado,Big Sky,2.8,-7.0
2012,Mississippi Valley St.,SWAC,-0.1,-4.2
2012,Jacksonville,ASUN,-1.7,-2.6
2012,VMI,Southern,7.5,-11.9
2012,Niagara,MAAC,1.7,-6.0
2012,Hawaii,WAC,0.3,-4.9
2012,Lafayette,Patriot,1.5,-6.2
2012,Southern Illinois,MVC,-3.5,-1.3
2012,Morgan St.,MEAC,-2.0,-2.9
2012,San Diego,WCC,-1.8,-3.1
2012,Texas Tech,Big 12,-5.7,0.6
2012,Cal St. Bakersfield,Indep.,-2.4,-2.8
2012,Santa Clara,WCC,0.7,-5.9
2012,FIU,Sun Belt,-3.4,-1.9
2012,Stetson,ASUN,2.2,-7.4
2012,Central Michigan,MAC,-4.6,-0.9
2012,Montana St.,Big Sky,-0.6,-5.1
2012,Hampton,MEAC,-4.6,-1.1
2012,Jacksonville St.,ASUN,-5.6,-0.1
2012,Southern Utah,Summit,-4.8,-1.0
2012,Marist,MAAC,0.1,-5.9
2012,North Dakota,Summit,-3.5,-2.4
2012,Troy,Sun Belt,2.6,-8.5
2012,Texas Southern,SWAC,-6.6,0.7
2012,San Jose St.,WAC,-0.8,-5.2
2012,Samford,Southern,-3.1,-2.9
2012,Bethune Cookman,MEAC,-5.3,-0.9
2012,Bradley,MVC,-3.3,-2.9
2012,NJIT,Am. East,-4.0,-2.2
2012,Fordham,A 10,-4.5,-1.8
2012,Liberty,ASUN,-1.4,-4.8
2012,New Hampshire,Am. East,-7.8,1.5
2012,Eastern Michigan,MAC,-13.0,6.6
2012,Army,Patriot,-2.1,-4.4
2012,Coppin St.,MEAC,3.1,-9.6
2012,North Carolina A&T,MEAC,-1.1,-5.4
2012,Loyola Chicago,Horizon,-9.2,2.6
2012,Sam Houston St.,WAC,-10.6,4.1
2012,Portland,WCC,-0.7,-6.0
2012,UC Irvine,Big West,-1.8,-4.9
2012,UNC Greensboro,Southern,0.8,-7.6
2012,Pepperdine,WCC,-8.7,1.6
2012,Sacramento St.,Big Sky,-4.3,-2.9
2012,Pacific,Big West,-6.5,-0.9
2012,Eastern Illinois,OVC,-3.5,-4.0
2012,Boston College,ACC,-5.1,-2.3
2012,Southeastern Louisiana,Southland,-10.1,2.6
2012,Purdue Fort Wayne,Summit,-1.1,-6.4
2012,William & Mary,CAA,-5.9,-1.7
2012,South Dakota,Summit,0.0,-7.7
2012,Monmouth,NEC,-1.1,-6.6
2012,Dartmouth,Ivy,-10.2,2.1
2012,Mount St. Mary's,NEC,-8.0,-0.4
2012,Idaho St.,Big Sky,-2.4,-6.1
2012,Illinois Chicago,Horizon,-5.9,-2.7
2012,UMKC,Summit,-4.8,-3.8
2012,Cal St. Northridge,Big West,-1.7,-7.1
2012,Navy,Patriot,-10.0,0.8
2012,Prairie View A&M,SWAC,-7.3,-2.0
2012,Houston Christian,Southland,0.3,-9.8
2012,Radford,Big South,-8.9,-0.8
2012,UT Rio Grande Valley,WAC,-7.3,-2.4
2012,Texas A&M Corpus Chris,Southland,-8.0,-1.9
2012,St. Francis PA,NEC,-7.7,-2.3
2012,Hartford,Am. East,-8.0,-2.1
2012,Saint Peter's,MAAC,-9.8,-0.2
2012,SIU Edwardsville,OVC,-4.2,-6.0
2012,The Citadel,Southern,-5.3,-5.1
2012,Florida A&M,MEAC,-3.2,-7.5
2012,Northern Arizona,Big Sky,-6.4,-4.4
2012,Colgate,Patriot,-3.7,-7.1
2012,Brown,Ivy,-6.9,-4.0
2012,Howard,MEAC,-7.8,-3.3
2012,Alabama St.,SWAC,-9.7,-1.4
2012,Southern,SWAC,-9.2,-2.0
2012,Canisius,MAAC,-4.0,-7.2
2012,Arkansas Pine Bluff,SWAC,-6.4,-4.9
2012,UC Davis,Big West,-5.1,-6.3
2012,Louisiana Monroe,Sun Belt,-6.5,-5.2
2012,Jackson St.,SWAC,-10.9,-1.0
2012,Kennesaw St.,ASUN,-5.7,-6.3
2012,Utah,Pac-12,-10.6,-1.4
2012,Fairleigh Dickinson,NEC,-7.5,-4.8
2012,Nicholls St.,Southland,-3.1,-9.3
2012,Maryland Eastern Shore,MEAC,-7.4,-5.3
2012,Alcorn St.,SWAC,-6.9,-6.0
2012,Alabama A&M,SWAC,-5.6,-7.6
2012,Northern Illinois,MAC,-11.7,-1.7
2012,Central Arkansas,ASUN,-0.9,-12.7
2012,Tennessee Martin,OVC,-6.1,-8.1
2012,Longwood,Indep.,1.3,-15.9
2012,Towson,CAA,-13.6,-1.3
2012,Bryant,NEC,-6.2,-8.7
2012,UMBC,Am. East,-4.8,-10.2
2012,South Carolina St.,MEAC,-5.1,-10.4
2012,Chicago St.,Indep.,-6.7,-9.0
2012,Binghamton,Am. East,-10.7,-6.0
2012,Grambling St.,SWAC,-14.0,-5.9
2013,Florida,SEC,7.5,13.7
2013,Louisville,Big East,10.7,10.3
2013,Indiana,Big Ten,13.8,6.4
2013,Duke,ACC,12.2,5.4
2013,Kansas,Big 12,9.8,6.9
2013,Pittsburgh,Big East,4.5,12.2
2013,Gonzaga,WCC,10.7,5.6
2013,Michigan,Big Ten,11.0,5.0
2013,Ohio St.,Big Ten,7.5,8.5
2013,Wisconsin,Big Ten,2.4,13.2
2013,Syracuse,Big East,7.0,8.0
2013,Arizona,Pac-12,9.2,5.3
2013,VCU,A 10,9.6,4.8
2013,Georgetown,Big East,2.4,11.7
2013,Miami FL,ACC,4.7,9.3
2013,Michigan St.,Big Ten,3.9,10.0
2013,Minnesota,Big Ten,6.3,7.2
2013,Creighton,MVC,8.9,4.5
2013,Missouri,SEC,10.2,2.2
2013,Middle Tennessee,Sun Belt,3.9,8.2
2013,Saint Mary's,WCC,8.6,3.5
2013,Kentucky,SEC,7.8,4.2
2013,Wichita St.,MVC,4.4,7.5
2013,Marquette,Big East,6.1,5.3
2013,Mississippi,SEC,10.3,1.2
2013,Cincinnati,Big East,2.9,8.5
2013,Iowa St.,Big 12,12.6,-1.3
2013,Baylor,Big 12,9.0,2.3
2013,North Carolina St.,ACC,11.6,-0.4
2013,Kansas St.,Big 12,3.8,7.4
2013,North Carolina,ACC,10.0,1.1
2013,Oklahoma St.,Big 12,5.4,5.6
2013,UNLV,Mountain West,5.6,5.2
2013,San Diego St.,Mountain West,4.8,6.0
2013,Saint Louis,A 10,1.9,8.8
2013,Notre Dame,Big East,6.1,4.6
2013,Belmont,OVC,7.1,3.5
2013,Memphis,C-USA,6.9,3.5
2013,California,Pac-12,5.5,4.9
2013,Virginia,ACC,-1.7,11.8
2013,New Mexico,Mountain West,3.9,6.0
2013,Iowa,Big Ten,5.4,4.5
2013,Oklahoma,Big 12,6.4,3.3
2013,Davidson,Southern,6.4,3.3
2013,Butler,A 10,4.4,4.6
2013,Oregon,Pac-12,6.4,2.4
2013,Connecticut,Big East,5.7,3.1
2013,Boise St.,Mountain West,6.7,1.9
2013,Colorado St.,Mountain West,6.7,1.8
2013,La Salle,A 10,6.2,2.3
2013,Southern Miss,C-USA,4.9,3.4
2013,Maryland,ACC,4.3,3.9
2013,Illinois,Big Ten,4.3,3.9
2013,Akron,MAC,4.5,3.6
2013,Bucknell,Patriot,0.5,7.4
2013,Alabama,SEC,-1.8,9.8
2013,Temple,A 10,6.2,1.8
2013,Denver,WAC,-2.2,10.1
2013,Villanova,Big East,4.1,3.7
2013,UCLA,Pac-12,8.8,-1.0
2013,North Dakota St.,Summit,-1.3,9.0
2013,Northern Iowa,MVC,1.4,6.1
2013,Illinois St.,MVC,8.0,-0.6
2013,Arkansas,SEC,7.9,-0.6
2013,Stanford,Pac-12,4.5,2.8
2013,Stony Brook,Am. East,0.2,7.0
2013,Ohio,MAC,5.5,1.6
2013,Colorado,Pac-12,2.5,4.6
2013,BYU,WCC,8.0,-1.0
2013,Valparaiso,Horizon,3.9,3.1
2013,Dayton,A 10,5.6,1.3
2013,Tennessee,SEC,2.5,4.3
2013,Providence,Big East,4.0,2.8
2013,Saint Joseph's,A 10,2.3,4.5
2013,Weber St.,Big Sky,4.1,2.6
2013,Detroit Mercy,Horizon,10.1,-3.4
2013,Stephen F. Austin,WAC,-6.3,12.7
2013,Purdue,Big Ten,3.3,2.8
2013,Lehigh,Patriot,5.6,0.5
2013,Richmond,A 10,4.1,1.9
2013,Louisiana Tech,WAC,3.2,2.6
2013,Seton Hall,Big East,1.9,3.5
2013,Santa Clara,WCC,6.8,-1.4
2013,Arizona St.,Pac-12,3.7,1.7
2013,Texas A&M,SEC,-1.4,6.1
2013,Iona,MAAC,12.6,-7.9
2013,Xavier,A 10,-0.3,5.0
2013,South Dakota St.,Summit,4.8,-0.2
2013,Princeton,Ivy,-2.4,7.0
2013,Clemson,ACC,-3.4,8.0
2013,Rutgers,Big East,1.3,3.3
2013,North Carolina Central,MEAC,-1.3,5.7
2013,Mercer,ASUN,-1.7,5.9
2013,Massachusetts,A 10,6.4,-2.2
2013,Vanderbilt,SEC,-4.4,8.4
2013,Washington St.,Pac-12,-0.3,4.3
2013,Eastern Kentucky,OVC,4.3,-0.4
2013,Evansville,MVC,2.6,1.3
2013,Texas,Big 12,0.9,2.9
2013,St. John's,Big East,0.1,3.7
2013,New Mexico St.,WAC,0.7,3.1
2013,LSU,SEC,4.1,-0.3
2013,Georgia Tech,ACC,-1.6,5.1
2013,Canisius,MAAC,5.9,-2.5
2013,Florida Gulf Coast,ASUN,4.1,-0.7
2013,West Virginia,Big 12,0.6,2.6
2013,Georgia,SEC,-3.4,6.6
